code,signal_date,ret10,atr14_pct,dd60_pct,ma25_slope5_pct,avg_turnover20,vol_ratio20,gc_gap_pct,ret5_prior_pct,ret10_prior_pct,ma5_slope1_pct,ma5_slope5_pct,candle_pct
1518,2019-02-08,-5.273698264352477,2.6455026455026442,-18.04635761589404,0.9832756632064621,100287625.0,3.2048481431893454,0.8394963022186896,9.513274336283196,6.299212598425208,1.8603980386501462,2.5853304284677137,7.297687861271673
167A,2026-05-28,-1.2631578947368438,2.4639211545230553,-17.652173913043477,0.31946540834422166,764184135.0,2.0625840581009593,1.0853528492338116,7.1671067521689835,1.0312944523470868,1.391941391941387,3.927310955921004,1.9741564967695524
1860,2020-04-30,2.698412698412689,3.151927437641724,-16.886543535620056,1.3348164627363657,362391810.0,1.0484453470882655,0.18079679731388687,1.9417475728155331,3.789126853377267,0.3882238757683565,1.1408083441981853,-0.7874015748031482
1879,2019-10-07,8.07692307692307,3.1807317521603236,-15.359477124183007,0.25233939648827697,50643925.0,0.8169463214638221,0.36706869428422273,2.9139072847682135,-3.83663366336634,0.5780346820809301,-2.0721412125863314,1.7015706806282616
1899,2024-09-24,-3.392857142857142,2.630221763795771,-16.060606060606062,1.0155872177374459,33347800.0,0.8239095315024233,0.3903660602489367,5.725190839694649,2.592592592592591,1.1127596439169052,3.571428571428581,-0.3597122302158251
1930,2022-01-05,-10.497237569060768,2.4855537720706264,-16.0377358490566,1.2779280812713845,16412154.4,0.9647188533627343,0.31180203887575253,2.3930050621260968,0.28169014084507005,0.46064578996320993,4.458158706765514,-2.94438386041439
1938,2021-11-15,-13.890634820867376,3.156358328772122,-15.35135135135135,0.2537739057635324,14851145.0,1.3374805598755832,0.6263048016701633,4.679144385026746,-1.1363636363636354,0.9159905783826305,-0.3231226573607304,-5.263157894736848
2002,2019-10-15,5.528846153846145,1.9348127600554783,-17.600000000000005,0.47906352101665384,1619390145.0,1.1475420010302433,0.07381104372805591,4.728012201321818,3.103103103103111,0.9356136820925398,1.754563894523331,0.9803921568627416
2060,2019-10-10,3.0864197530864113,2.7777777777777777,-16.06217616580311,0.49862877088007185,66525840.0,0.460415084168484,0.09923096005952647,2.5316455696202445,-2.9940119760479056,0.49813200498132204,-0.6157635467980316,-1.8181818181818188
2148,2018-03-23,-21.251475796930343,3.7459898093979995,-15.324384787472034,1.1179462912575433,29219255.0,10.404165633523432,0.4387247733255384,11.487481590574378,13.323353293413165,2.3241954707985624,-0.23242300987798004,0.0
2148,2022-03-01,-2.487562189054726,4.120712114633088,-19.005416051206304,0.45701300340865725,188264320.0,1.222279525528623,0.3619363595234404,4.710375556970092,2.110490378646812,0.9352881698685422,0.6680952981217736,0.9202453987730008
2157,2023-03-02,-0.9533898305084776,2.2154316271963332,-17.036379769299025,1.086764446015187,374875260.0,0.7359402460456942,0.49383795122803775,5.0561797752809,3.3149171270718147,0.9881422924901129,1.5680212014134165,-0.42598509052182987
2307,2024-09-24,1.7632241813602123,4.114189756507137,-18.9795918367347,0.6942296456679209,38711205.0,2.3774100500986792,0.139936516604644,2.5839793281653645,3.0276816608996615,0.5138746145940454,2.965432532023149,-0.9975062344139696
2326,2018-09-25,-6.003752345215762,2.65171858216971,-17.519379844961236,0.2558635394456221,536796675.0,0.9821812449242823,0.03480143845946415,5.138339920948609,5.765407554671964,1.0152284263959421,3.645833333333326,5.138339920948609
2327,2020-05-21,6.638418079096042,3.188054882970137,-15.714285714285714,1.2266035362876293,911210360.0,0.9252242672936666,0.578828894670691,7.3540561031084195,7.029478458049887,1.4298349056603765,1.8803671898134589,0.6039076376554098
2413,2024-03-25,-2.1423470602237593,2.5078688191694587,-15.815715995213397,0.9358224346803778,6132132452.5,0.7662655068961493,0.17664470543303779,5.078416728902169,0.9084389194358167,0.9817604312045924,3.0194422623723627,-1.0084427767354631
2492,2024-03-22,-7.469879518072286,4.634146341463414,-17.338709677419352,0.9491457688080684,624158690.0,0.5329929249307588,0.20783847980996306,4.591836734693877,5.128205128205132,0.8968609865470878,4.813664596273304,0.0
2579,2022-01-17,-1.753104455807164,2.1889400921658986,-15.958102279728891,0.5421579664632192,627963500.0,0.5758004122109398,0.09723900167957211,0.7385524372230501,1.4880952380952328,0.14740566037736436,0.3248670998227787,0.6642066420664117
2585,2024-04-26,9.82318271119842,3.845668894212585,-16.63545150501673,1.565153119319218,534157124.0,1.69598971013827,0.5998918227860361,5.950862875116902,-2.0589390962671983,1.1536496530810458,1.4697130009257986,0.20099694484643216
2593,2022-02-08,1.3782542113323082,2.6286601597160604,-16.795865633074936,0.425230333097093,761408150.0,1.4109650739057447,0.5004170141784892,4.207119741100329,0.940438871473348,0.8368200836819994,1.4244091939138892,2.38473767885532
2681,2024-04-12,0.05027652086475598,2.359566581123467,-19.807923169267706,0.29403054533145845,588092790.0,1.4249809472847854,0.8478687279859898,8.794788273615639,3.995848469122998,1.7232209339431925,3.4061418685121136,0.9571788413098137
2742,2019-03-05,1.2628624883068262,1.8627775936360624,-16.569879984514134,0.6114383714860949,72530570.0,0.23767082590612001,0.3761209516045305,3.0114722753346035,0.09289363678588458,0.5848496101002576,2.2362709945272785,-0.4158964879852123
2767,2021-06-28,11.752577319587632,3.021413904370783,-17.45762711864407,0.9161082364916417,50923435.0,1.0367719760817364,0.4034630579137666,5.183585313174954,-0.2049180327868827,1.014799154334045,-0.7890365448504966,1.2474012474012364
2809,2020-04-10,8.215158924205369,5.069458843043749,-15.390912812116254,0.3039151421250219,1532296580.0,0.3859797185921696,0.3247782002534949,8.219895287958124,-7.226211849192099,1.5739348370927386,-4.134733655028866,0.33980582524271163
2874,2026-08-20,0.5535055350553542,4.05112366933894,-17.180952380952384,0.5546394843351843,490843395.0,0.5334257014201593,0.560897435897445,4.720616570327563,4.9227799227799185,0.9163160355306177,3.2822966507177087,0.2767527675276771
2875,2024-08-01,-0.2597402597402598,3.1903365169269895,-15.531824006834682,0.34081297576993297,6270541155.0,2.65481472223958,0.6714598570306984,4.63541115461954,0.11138112596191796,0.9070388701360566,0.8589998344096683,-2.7826941986234033
2884,2025-09-03,3.0973451327433565,2.2914032869785084,-17.367458866544794,1.2590252707581184,122535600.0,0.673775875428951,0.38326128615358,4.629629629629628,-1.3100436681222738,0.8958566629339249,0.8281110116383106,-0.4405286343612369
2929,2022-11-11,1.6030534351145098,3.4399649430324275,-17.31135066582118,0.7278907201949458,384482050.0,1.2804777458840608,0.07003469900996873,6.972928630024611,1.1636927851047307,1.3705256368913288,-1.704190118824267,1.7160686427457161
3002,2018-09-19,-4.521739130434788,3.0964717493214904,-18.450704225352112,0.6799736784382615,441384950.0,0.9948042073248005,1.3798111837327598,9.867172675521818,0.17301038062282892,1.897810218978102,2.421129860601612,0.0
3036,2022-02-07,3.9230199851961522,2.7853977632411904,-18.088324258923173,0.4106345352636209,272003165.0,0.8681420684938199,0.2238805970149249,1.6516516516516422,4.073789392774785,0.328701628567174,3.149001536098317,0.5196733481811489
3038,2020-11-02,7.575233483223798,3.3918595371109332,-19.550561797752806,0.8224801812004578,7279567295.0,0.8094849371355365,0.5742688252060368,4.335154826958099,0.13986013986013734,0.8376152600830578,3.0647482014388494,-2.5850340136054473
3038,2024-06-05,-2.136143548846481,1.7199514366653175,-15.469348659003835,0.44719802487538374,2311467160.0,1.821912986166763,0.5773779158744219,4.4378698224851965,3.1862028646594487,0.8720930232558155,1.9029719252907418,-0.14144271570014633
