code,signal_date,entry_date,ret10,atr14_pct,dd60_pct,ma25_slope5_pct,avg_turnover20,vol_ratio20,gc_gap_pct,gc_runner_score
6143,2019-10-15,2019-10-16,14.850299401197598,2.622836160167861,-17.641129032258064,1.1729447630858258,222714935.0,1.9933718798476943,0.995914198161385,0
6184,2020-09-17,2020-09-18,-4.846686449060334,4.63821892393321,-19.078415521422798,1.7895204262877495,335059085.0,2.8971227489132683,1.055708240631681,1
6184,2026-05-13,2026-05-14,-2.748414376321351,1.7440097057931454,-18.08695652173913,0.2795899347623365,68534975.0,0.8474342150701015,0.1182832037850634,2
6191,2022-03-03,2022-03-04,12.06896551724137,8.760786193672098,-19.241192411924125,2.6773452266021236,3055968665.0,0.8024983342742776,0.3218031571140978,1
6200,2021-09-27,2021-09-28,2.304147465437789,3.4990791896869244,-15.056707078607745,2.333046269474681,391886760.0,1.1352859891077574,0.25055466299439555,1
6237,2019-10-21,2019-10-23,3.736479842674534,1.8086759926522538,-16.926869350862773,0.7942386831275794,22649840.0,0.9690677049534934,0.5389294900583819,1
6240,2022-04-19,2022-04-20,-6.111111111111112,2.7410964385754304,-18.678815489749432,1.7560400707130386,142107845.0,1.1455465985057018,0.6485985638174707,0
6240,2024-09-19,2024-09-20,11.612903225806459,4.3919974992185065,-16.757741347905288,0.7982583454281711,206691105.0,1.2780785932557766,0.2519798416126706,1
6258,2026-07-15,2026-07-16,-8.267973856209155,4.343132751492881,-15.258855585831066,2.023466782552008,803223910.0,0.7613671040585902,0.7440832734339597,2
6272,2018-08-27,2018-08-28,-7.576517812343198,4.4039210033155545,-15.371477369769426,0.9745363093367043,268161055.0,0.5770229177482756,0.2179327521793395,2
6272,2019-10-18,2019-10-21,2.986932171748591,2.170605084138919,-15.151515151515149,0.995524000617376,84968065.0,1.0712966383450313,0.16301164004992597,1
6272,2020-04-30,2020-05-01,5.655737704918029,3.084548104956268,-18.496340652029275,1.7516583747926973,84275895.0,1.7410091998884862,0.4380156870734453,0
6282,2019-07-29,2019-07-30,-1.0276172125883054,2.059037900874636,-15.471698113207545,0.5074982871932754,65695550.0,0.6189555125725339,0.15400540281249597,2
6294,2019-02-14,2019-02-15,-3.3864541832669293,2.972668357283742,-15.687361419068734,0.9003389830508413,52637215.0,0.8003393665158371,0.12900798236892275,2
6298,2024-09-24,2024-09-25,2.4646280237334617,3.7946428571428577,-17.8265723855601,1.671684980252608,246774565.0,1.895297699594046,0.16153535508933725,1
