code,signal_date,entry_date,ret10,atr14_pct,dd60_pct,ma25_slope5_pct,avg_turnover20,vol_ratio20,gc_gap_pct,gc_runner_score
6594,2020-04-30,2020-05-01,-1.4801110083256241,3.7384664333439392,-15.596970836242551,1.676303860653583,10957156675.0,1.8832728259589437,2.6442834412919947,2
6619,2018-11-01,2018-11-02,9.622302158273378,5.9048483277158414,-17.638266068759346,0.46576433121019445,559066400.0,1.498864631944072,1.6166739311328504,1
6619,2022-02-01,2022-02-02,12.485939257592804,6.46762121705174,-15.41425818882466,2.4229920353133094,2453331140.0,0.5062267271972076,0.03747599194265927,2
6619,2022-04-15,2022-04-18,1.5200868621064068,5.018674136321195,-15.77981651376147,0.506012024048097,2189391030.0,2.9893805343460538,2.213249588754307,2
6644,2020-04-30,2020-05-01,-3.689320388349515,4.022988505747127,-18.437499999999996,1.6676020203639785,65380195.0,0.5606834998855748,1.4509896695844127,2
6652,2019-06-24,2019-06-25,5.926670015067814,3.4348950847944817,-15.940803382663848,0.3627718226722143,200487565.0,0.9886895475819033,0.32061754615257954,1
6653,2020-05-25,2020-05-26,-1.151631477927062,3.896103896103896,-16.284779050736496,0.6137061029662494,70979000.0,0.796738185950137,2.3381904439172985,2
6702,2022-03-15,2022-03-16,8.709677419354843,3.688860159448395,-18.188548864758147,1.1697361871577883,10895141100.0,1.031690403400194,0.959409594095928,1
6707,2017-06-23,2017-06-26,18.47826086956521,2.5146559703795126,-16.425992779783392,0.2575107296137302,542310350.0,0.5224171539961013,0.1712328767123239,1
6727,2019-03-06,2019-03-07,-6.066945606694563,2.4455711303310466,-15.221238938053094,0.5542291950886735,388538410.0,0.5119352989105833,0.22894937674891036,1
6727,2019-07-23,2019-07-24,0.0,2.6235158942933743,-17.47787610619469,1.1517387901151643,258855680.0,0.8579443731761986,0.04421843908910539,0
6727,2024-09-26,2024-09-27,-1.980198019801982,2.8734460974118603,-16.64684898929846,0.587177950868778,366619865.0,1.3443035206647715,0.07147962830593713,0
6741,2018-12-03,2018-12-04,-9.589041095890416,1.7997198879551823,-15.4228855721393,0.3323589476634803,141189845.0,0.8293392977597899,0.13569604086844933,2
6754,2017-09-19,2017-09-20,4.772727272727262,2.6032460228185763,-16.993464052287578,0.37216752249493723,764375585.0,2.031147843288461,0.8636064958227774,1
6788,2017-03-15,2017-03-16,-4.893350062735258,1.8237082066869303,-17.628865979381448,0.3981287946650758,189235325.0,0.45018135267761894,0.05452562704471031,1
6794,2020-08-17,2020-08-18,3.7070524412296635,3.7194337194337193,-15.845337376800606,0.526508226691047,83954760.0,1.585318235064428,0.05819451516695384,1
6806,2020-04-28,2020-04-30,4.195205479452047,2.9437609841827768,-18.77230549607424,1.2453620366628781,1212093000.0,0.7974626189397372,0.6349782293178619,0
6857,2018-11-26,2018-11-27,-9.407906093561191,4.761489817258378,-15.306273062730636,0.4011810538075755,14576975670.0,0.5667489187623043,0.7290673140842419,3
6857,2024-06-14,2024-06-17,18.287079580959386,3.275582024905252,-18.74175098988121,1.18697221995685,53351056200.0,1.3510380234170993,0.0241790126170649,0
6859,2019-10-18,2019-10-21,2.0576131687242816,2.3772379466607236,-15.916047223436813,0.5758034590859662,186687205.0,0.7673642705489839,0.6339984309069013,0
6859,2024-09-25,2024-09-26,1.604891096675587,2.3088863019014356,-19.089481946624808,0.34914500073077726,146119835.0,1.396723526431346,0.8107583260510642,1
6908,2024-09-27,2024-09-30,-0.07843137254901489,2.05124047348792,-17.919254658385096,0.3426728482160968,424663605.0,0.7406517495119387,0.10971350866890717,1
6920,2025-09-10,2025-09-11,20.29474976972674,2.8562585665649736,-17.34458940905602,1.2524668825054652,107792081275.0,0.6359238066127565,0.5885500267522659,0
6923,2019-07-25,2019-07-26,-6.5241029358463205,1.9564547601930782,-16.330827067669173,1.2604144413586926,1398370090.0,1.283629229075944,1.0247136829415249,0
6925,2020-05-20,2020-05-21,13.912375096079943,4.200341491178144,-15.145368492224476,1.774838396293399,1455493120.0,3.6884048706594297,1.0720317203906315,2
6947,2024-09-19,2024-09-20,2.3415977961432466,2.876984126984127,-16.570104287369634,1.09082285985298,143965500.0,2.1807372175980975,0.3694581280788256,0
6958,2019-07-03,2019-07-04,-9.31297709923664,3.538154392191659,-18.891687657430733,0.4452806522420971,163004650.0,0.6100764555969418,0.5869130869130768,1
6958,2022-03-18,2022-03-22,-4.487179487179482,4.889663182346109,-16.326530612244895,0.7185548317775847,302761565.0,0.8578376319618739,0.813441792238967,1
6976,2020-04-28,2020-04-30,-1.1589403973509937,3.9844509232264333,-17.183098591549296,1.8050071592832007,9371433730.0,1.5023210854803872,0.13638494651153632,1
6981,2019-07-26,2019-07-29,-5.925279111831849,2.3853525886421845,-18.643812960457073,0.6773397475165588,22213790343.0,0.6301537409419099,0.29156401494079276,0
7095,2023-06-07,2023-06-08,23.253082795067527,3.8332635106828654,-15.844027640671277,1.4601026938894757,877113950.0,0.904821240295217,0.07675149305639284,1
7186,2017-05-26,2017-05-29,2.8037383177569986,2.7652370203160297,-15.377268385864372,0.7980280388229843,2187381126.5,0.9192980851066391,0.04126673595405972,1
7201,2026-05-15,2026-05-18,5.333333333333323,3.443809523809524,-19.146183699870633,0.812487357561853,10894854744.0,1.8948594555549236,0.591913854797177,0
7211,2019-06-28,2019-07-01,-4.206500956022941,2.1594684385382057,-19.751166407465004,1.0288065843621297,2069672105.0,0.8152032100041848,0.07049976500077548,0
7220,2019-07-01,2019-07-02,-4.005524861878451,2.9658922392486406,-19.632925472747498,0.7361385118223929,300130160.0,0.9452462772050401,0.6986057116132205,0
7231,2019-10-11,2019-10-15,11.242603550295849,2.3964285714285714,-16.001679966400673,1.2993193056503927,140147635.0,0.8206281177545142,0.26347501072281343,0
7238,2025-06-02,2025-06-03,0.990099009900991,2.6610644257703084,-15.702479338842979,0.7205764611689425,77446430.0,0.7046011083902565,0.556438791732905,1
7239,2019-07-24,2019-07-25,-11.65730337078652,2.1573731104214637,-18.17660550458715,1.3425980449888186,93270025.0,0.6780415430267063,0.33410807669960185,0
7241,2020-05-25,2020-05-26,12.145748987854255,4.291593180482069,-18.999999999999993,0.9481080165918865,146685355.0,0.5433818456585302,0.5870020964360512,1
7246,2020-05-27,2020-05-28,9.818181818181815,3.3333333333333335,-17.177914110429448,0.7167291089754002,87471145.0,1.0651896037494675,1.3262170467410739,0
7259,2026-04-30,2026-05-01,-4.0597859018380085,3.275065300381756,-15.256257449344456,0.27597187209766894,6539188847.5,2.995237977570133,0.9729462718427673,2
7272,2021-09-02,2021-09-03,11.729258581728175,2.810304449648711,-16.54296700348744,0.6278755783926782,7960112947.5,0.6513893622961517,0.4259587328053538,0
7278,2019-07-24,2019-07-25,-15.35144458818456,2.0975790057290706,-15.764620414093711,0.6217653824036828,244689470.0,1.6872011769032733,0.35896703218201154,1
7327,2020-04-28,2020-04-30,-6.644770085901975,3.5686635944700438,-17.60578354241974,1.7808383103249614,145478595.0,0.6279936136242682,0.14429243266353975,1
7419,2025-12-16,2025-12-17,2.751504729148757,2.1704475781729,-15.149308084486524,0.6242109692804032,723633330.0,1.1088364121119787,0.4739666829302269,1
7466,2020-12-08,2020-12-09,-0.07745933384972759,3.0533509700176364,-15.294117647058824,0.7012185620344669,72021355.0,0.2022890604205483,0.05570685813320875,2
7476,2021-12-14,2021-12-15,0.8742434431741719,2.46901719665674,-17.890668139149646,0.5802019759708843,490982000.0,1.1796087729697688,0.4326412886724196,0
7545,2021-02-09,2021-02-10,-9.15584415584415,2.239082161361954,-16.495402920497572,0.6672815059946879,1197900095.0,1.0624716678305828,1.1263203276568268,0
7554,2018-02-02,2018-02-05,3.0203185063152116,2.008326266286331,-18.22594880847308,0.34138598360478056,146142545.0,0.6751269035532995,0.11701989338188667,1
7600,2018-01-26,2018-01-29,3.4115138592750505,1.650725084850355,-16.35049683830172,0.7616212903790442,97863215.0,0.7582625118035883,0.5212858384014085,0
7715,2020-04-30,2020-05-01,20.74263764404609,3.5216367915987687,-19.159836065573764,1.0265982267848806,38441500.0,1.0599636583888552,0.12830382345394575,1
7721,2017-12-27,2017-12-28,0.6437768240343367,1.6588879870129871,-16.09058402860548,0.4464932881041328,216956575.0,1.5059048834982445,0.34637032760860276,1
7733,2020-05-21,2020-05-22,16.20437956204379,3.4689695550351285,-19.052132701421797,0.9396234212989407,7641292847.5,0.6569724159655393,0.800818882466281,0
7734,2019-02-07,2019-02-08,11.294352823588216,2.9169598874032374,-17.176662586699308,0.8946896483012834,42521645.0,0.48861480075901326,0.16984634830350398,1
7745,2019-07-25,2019-07-26,-10.847880299251866,2.7357494722026745,-18.71871871871872,0.7009701833697424,134451010.0,0.8410882579574418,0.45397225725094525,0
7868,2024-04-15,2024-04-16,4.748201438848931,3.5869340500310107,-15.83434835566383,1.0083725478213124,424677660.0,0.8801635360820766,1.373426911907072,1
7874,2026-07-01,2026-07-02,2.896995708154515,1.9619865113427344,-19.516407599309147,0.3357753357753346,89932665.0,0.8023099927812726,0.30857490547178124,1
7956,2021-04-15,2021-04-16,-8.937198067632846,2.710843373493976,-17.495029821073558,0.33714453239519493,1929913325.0,1.4583846409182897,0.14609203798392478,1
7981,2020-05-01,2020-05-07,-0.9646302250803873,2.8178662769455607,-17.029177718832887,0.40650406504065817,91285540.0,0.86941431670282,0.08298337817789214,1
7995,2026-08-31,2026-09-01,-6.736526946107779,3.566153196876978,-17.1358629130967,0.6546939756141512,586524400.0,0.8693105266240994,0.399809046425581,1
8043,2019-02-12,2019-02-13,-2.6813186813186785,3.0376696402147707,-15.260188087774296,1.0704750390408524,80653038.0,1.1871708951651507,1.4217359882373604,1
8050,2020-05-26,2020-05-27,8.04851157662625,3.948609146628949,-16.41379310344827,0.46480900360994504,402777225.0,1.6968557758031442,0.3757632691404389,1
8065,2019-02-04,2019-02-05,2.1739130434782705,2.620593692022264,-15.462031107044826,0.5578862804605844,12380890.0,1.1319367879456081,0.017753317651236777,2
8074,2020-04-30,2020-05-01,-0.10309278350515427,3.0510798765855327,-18.405594405594407,1.644925810203035,133629250.0,0.7659022068368672,0.2756909504445515,0
8081,2024-09-25,2024-09-26,5.321354526606781,2.3990522262809755,-17.21967963386728,0.6147140182737765,113017770.0,1.793881041363147,0.19717292898997485,0
8150,2018-07-31,2018-08-01,-7.208588957055218,1.8067442030575669,-18.692756036636137,0.2707524399202521,64922680.0,0.9810544867087678,0.5463222673420809,2
8167,2018-08-30,2018-08-31,-6.967741935483874,2.858043028175353,-16.1648177496038,0.8854041656665812,41131765.0,3.899834284662125,0.24055618705225434,1
8203,2020-12-17,2020-12-18,-9.3491124260355,2.6880811496196113,-15.415415415415412,0.5563689604685118,137526000.0,0.8586815897945062,0.8542030673655665,1
8219,2023-01-30,2023-01-31,-0.6695681285570854,2.231992696170295,-15.129888666856983,0.288271469360879,212568052.5,0.9756397637795275,0.35861917928219356,2
8303,2022-07-11,2022-07-12,-0.24950099800399306,2.3704327091661406,-15.582262743472853,0.41348985437088537,1304441210.0,0.8492614289958634,0.19484563003435706,2
8360,2021-06-07,2021-06-08,-2.530120481927711,1.6892471274223977,-19.51690821256039,0.3031615417929734,32968050.0,0.8735167886897248,0.07676069852236012,2
8381,2023-05-08,2023-05-09,5.452127659574457,1.6761904761904762,-15.158371040723983,0.5258964143426414,219448135.0,1.484298034877893,0.005284295075025369,1
8418,2021-02-04,2021-02-05,8.225806451612904,1.643899050706182,-18.169761273209552,0.4392094230385224,269835805.0,0.8670161790405322,0.04637911614655543,1
8570,2020-10-02,2020-10-05,7.317073170731714,2.758919543550484,-16.820857863751048,0.7480664384430069,1076631220.0,2.1671627670351348,0.5327628156724495,0
8609,2024-09-24,2024-09-25,-1.834862385321101,2.656794425087108,-18.509316770186334,0.7108118219229409,287094705.0,1.4172575640465548,0.6376919266963821,0
8614,2023-12-12,2023-12-13,-5.245901639344264,3.1437817845584832,-16.935483870967737,0.3616878767582099,57341210.0,1.9927725987221117,0.04004271222637357,2
8628,2019-06-10,2019-06-11,-2.3121387283236983,1.6616105901820186,-15.081967213114755,0.5558817772558289,888146430.0,0.7859388895024092,0.3425857437614255,1
8698,2019-06-17,2019-06-18,5.965909090909083,2.938775510204082,-17.061611374407583,0.8397312859884876,1220070545.0,1.5389774330237753,0.8803235783963803,0
8715,2025-04-16,2025-04-17,15.869980879541101,4.599567099567099,-19.512195121951216,0.27805669267013666,289036965.0,0.5127977721411214,0.24647616113377957,2
8725,2020-04-28,2020-04-30,-7.0529205718072525,2.2452961672473855,-18.888976814117274,1.8675119063461532,3898568389.5,0.7852229753006615,0.15913985305293643,0
8795,2024-09-19,2024-09-20,4.209284028324145,3.360838920405708,-18.208661417322837,1.2946104345769927,4818938127.5,1.1224690142980343,0.306802170958842,0
8804,2023-02-24,2023-02-27,1.7177914110429349,1.6446208112874778,-16.49484536082474,0.6650083760596948,1324725045.0,1.8509357688276689,0.17650025214321907,0
8923,2020-10-02,2020-10-05,11.064278187565858,3.228754188242461,-18.998272884283253,0.6737927879216343,205477440.0,1.6456115448308493,0.2891964470150832,0
9008,2023-12-27,2023-12-28,5.865986552283786,1.820244672454616,-15.288611544461773,0.9714119293894541,4884732155.0,0.41003981609802237,0.035356401834829576,1
9022,2020-12-07,2020-12-08,-5.024424284717377,3.3391608391608396,-16.520723876240517,0.932749884845685,14394831450.0,0.48759505186445035,0.5347974900171026,0
9107,2018-08-21,2018-08-22,2.997275204359684,3.5714285714285707,-15.209857527916826,0.751177218028265,1386011106.0,0.43963736917637997,0.4766497273637871,2
9201,2022-01-26,2022-01-27,13.836772983114454,2.562550443906376,-19.23954372623574,0.30085241517634476,9455304290.0,0.7071410889954434,0.020366975874397397,1
9216,2026-08-12,2026-08-13,4.308252427184467,1.6210124826629682,-17.517517517517522,0.7546226886556928,47452825.0,0.8089734874235214,0.29264421407666497,1
9267,2024-12-17,2024-12-18,-1.5923566878980888,2.4888392857142856,-16.33986928104575,0.5192640553881578,146792875.0,1.3702466874932673,0.15943877551021224,0
9274,2024-09-24,2024-09-25,2.0378457059679667,2.2693997071742316,-17.71084337349398,0.810150711860369,112017620.0,0.8952340708098155,0.011818235537441879,0
9302,2021-12-07,2021-12-08,-2.215930075095407,2.18876920360233,-15.729166666666671,0.6840469031563101,202843584.0,1.008071540560943,0.0770662110295861,1
9404,2019-10-18,2019-10-21,1.1355571327182457,1.8299464159336771,-15.540944411237302,0.5393835616438469,817129295.0,0.668497774257153,0.4286241448806294,1
9416,2021-06-01,2021-06-02,15.174363807728565,3.6862003780718333,-16.88923802042419,0.2919883204671958,366870300.0,1.3213352843838464,0.0039881949429609875,2
9416,2025-02-26,2025-02-27,0.9442060085836923,3.7264437689969605,-18.34607366226546,0.3014553014553112,1199268360.0,0.7517602938925455,0.39036860469132684,2
9438,2020-05-07,2020-05-08,2.397260273972601,3.830944142362827,-18.36158192090396,1.5534262485482175,37172490.0,1.1096793754263625,0.03573981415294636,2
9470,2018-05-02,2018-05-07,3.258655804480659,2.32536443148688,-18.6046511627907,0.961231849516575,72337974.0,0.4410751206064783,0.12470817310668014,0
9629,2022-01-14,2022-01-17,-8.338296605122098,3.7578016643550627,-17.600000000000005,1.6333757262911197,59347090.0,1.5697112063009535,0.1570320934340952,2
9629,2024-09-24,2024-09-25,1.9417475728155331,3.5473437930085323,-16.7935871743487,0.963199809346027,44248390.0,1.082320568676909,0.48585703607537667,2
9629,2026-07-02,2026-07-03,5.270863836017559,2.612987012987013,-19.87179487179487,1.4548214681046279,77635590.0,1.9444906099385075,1.2656254870787809,0
9672,2022-06-27,2022-06-28,3.9897039897039965,2.2493573264781492,-16.523605150214593,1.1127835716589596,518024325.0,0.8223876240513719,1.1218033919931925,0
9692,2026-04-07,2026-04-08,-1.7023346303501996,2.533532041728763,-18.170731707317078,0.376176823440888,281403645.0,0.3519932145886344,0.76168868000972,1
9699,2019-02-15,2019-02-18,0.1474926253687281,2.9815529815529818,-19.759036144578314,0.37390943082675765,302949900.0,0.9323308270676691,0.047303689687794304,1
9739,2020-09-10,2020-09-11,7.852314092563706,2.798925212718316,-17.854077253218883,0.45885910939618135,61937025.0,0.8779878144039994,0.010380982040913977,1
9740,2026-07-06,2026-07-07,2.4193548387096753,1.869871660004208,-16.941896024464832,0.5439599058765898,53113315.0,0.7686622320768662,0.4984650922464251,1
9755,2020-04-28,2020-04-30,1.6380655226209129,3.3523050654524758,-16.277518345563713,1.4975041597337757,72475075.0,0.6562922868741543,0.42622950819672933,0
9766,2022-08-22,2022-08-23,-3.8666666666666627,2.942857142857143,-16.481069042316253,0.3167615161602022,4255647550.0,0.9062039045553145,0.42815092320043213,1
9842,2020-04-28,2020-04-30,9.313725490196067,3.2972511038313628,-19.112903225806456,2.160493827160481,54494820.0,1.1016949152542372,0.4221330132847756,1
9956,2019-07-25,2019-07-26,-19.780701754385966,2.092791840288575,-15.3023598820059,0.4504028994686715,261451885.0,0.5066736916051985,0.036781448138145656,2
9983,2021-04-30,2021-05-06,-6.447778883832111,2.1935467227458405,-18.110617881681524,0.5037851037851038,56961430131.0,0.8275764838573241,0.0004184589533551275,0
